Res,layer_41,layer_40,layer_39,layer_38,layer_37,layer_36,layer_35,layer_34,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  The capital of Japan is ____
 Answer: ",▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁capital,▁capital,▁capital,▁H,"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Amazon River is located in ____
 Answer: ",▁South,▁South,▁South,▁South,▁South,▁South,▁South,▁South,▁South,▁South,▁South,▁Brazil,▁Brazil,▁Brazil,▁The,▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The longest river in the world is ____
 Answer: ",▁N,▁N,▁N,▁N,▁N,▁N,▁N,▁N,▁The,▁The,▁The,▁The,▁The,▁The,▁River,▁River,▁River,▁River,▁River,▁Long,▁Long,▁Long,▁The,▁Long,"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The currency used in Brazil is ____
 Answer: ",▁Real,▁Real,▁Real,▁Real,▁Real,▁Real,▁Real,▁B,▁B,▁The,▁B,▁Bra,▁Bra,▁Bra,▁_,▁_,▁_,▁_,▁The,▁Brazil,▁The,"▁""","▁""",▁Brazil,"▁""","▁""","▁""",1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Great Wall of China was built to protect against invasions from the ____
 Answer: ",▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁Mong,▁_,▁_,▁_,▁_,▁_,▁The,▁The,▁The,"▁""","▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The process by which plants make food is called ____
 Answer: ",▁Ph,▁Ph,▁Ph,▁photos,▁photos,▁photos,▁photos,▁photos,▁photos,▁photos,▁photos,▁photos,▁photos,▁photos,▁photos,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The freezing point of water in Celsius is ____
 Answer: ",0,0,0,0,0,0,0,0,0,0,0,0,0,▁free,0,0,0,0,0,1,1,1,1,1,1,1,▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The boiling point of water in Fahrenheit is ____
 Answer: ",2,2,2,2,2,2,2,2,2,1,1,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,▁bo,1,1,1,1,1,1,1,▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The chemical symbol for gold is ____
 Answer: ",▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Au,▁Gold,▁Gold,▁Gold,▁Gold,▁Gold,▁Gold,▁Gold,▁A,▁A,"▁""","▁""","▁""","▁""","▁""",1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The chemical formula for water is ____
 Answer: ",▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁H,▁water,▁H,▁water,▁Water,▁water,▁water,▁Water,"▁""","▁""","▁""","▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The first element in the periodic table is ____
 Answer: ",▁H,▁H,▁H,▁H,▁H,▁H,▁_,▁A,▁A,▁A,▁A,▁A,▁_,▁A,▁Element,▁Element,▁_,▁_,▁A,▁A,"▁""",▁A,▁',"▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The atomic mass of carbon is approximately ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁carbon,▁carbon,▁carbon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The speed of light in a vacuum is ____ meters per second
 Answer: ",2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The acceleration due to gravity on Earth is ____ m/s²
 Answer: ",9,9,9,9,9,9,9,9,1,1,1,1,▁Gra,▁Gra,▁Gra,▁Gra,▁gravity,▁gravity,▁gravity,▁gravity,1,▁gravity,▁gravity,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The smallest bone in the human body is the ____
 Answer: ",▁st,▁st,▁stir,"▁""","▁""","▁""","▁""","▁""",▁The,▁b,▁b,▁b,▁b,▁b,▁_,▁_,▁_,▁_,▁b,▁The,▁The,▁The,▁tiny,▁tiny,▁The,"▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The largest organ in the human body is the ____
 Answer: ",▁skin,▁skin,▁Sk,▁skin,▁skin,▁skin,▁Sk,▁skin,▁skin,▁skin,▁skin,▁skin,▁skin,▁skin,▁skin,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',▁The,▁The,▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The human body has ____ chromosomes
 Answer: ",2,4,4,4,4,2,2,2,2,2,2,2,2,▁,▁,▁,2,1,1,1,1,1,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The organ responsible for pumping blood is the ____
 Answer: ",▁Heart,▁Heart,▁Heart,▁Heart,▁heart,▁heart,▁heart,▁heart,▁heart,▁heart,▁heart,▁heart,▁heart,▁heart,▁Heart,▁Heart,▁_,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The process of cell division is known as ____
 Answer: ",▁Mit,▁Mit,▁Mit,▁Mit,▁mit,▁mit,▁Mit,▁Mit,▁Mit,▁mit,▁division,▁division,▁division,▁_,▁_,▁_,▁_,▁_,▁_,▁',"▁""","▁""",▁',"▁""","▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The powerhouse of the cell is called the ____
 Answer: ",▁M,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁mit,▁_,▁_,▁_,▁_,▁_,▁The,▁A,▁A,▁',▁A,▁The,▁The,▁The,"▁""",1,<0x0A>,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A binary tree with 3 levels has a maximum of ____ nodes
 Answer: ",2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The binary representation of the decimal number 5 is ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  A kilobyte is equal to ____ bytes
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁K,1,1,1,1,1,1,1,<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  ASCII stands for ____
 Answer: ",▁American,▁American,▁American,▁American,▁American,▁American,▁American,▁American,▁American,▁American,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁ASCII,▁ASCII,▁ASCII,▁ASCII,▁ASCII,"▁""","▁""","▁""","▁""",▁A,1,1,1,1,1,<0x0A>,<0x0A>,1,1,1,1,1,1,2
"Using Answer Using one word only :  A stack operates on the principle of ____
 Answer: ",▁LI,▁LI,▁LI,▁LI,▁LI,▁FI,▁FI,▁FI,▁FI,▁FI,▁FI,▁FI,▁FI,▁stack,▁stack,▁stack,▁stack,▁stack,▁stack,"▁""","▁""","▁""","▁""","▁""",▁A,▁A,▁A,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The base of the natural logarithm is ____
 Answer: ",▁e,▁e,▁e,▁e,▁E,▁e,▁e,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,▁The,▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  2x+3=7 is ____
 Answer: ",▁Equ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,<0x0A>,<0x0A>,<0x0A>,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The square of the hypotenuse in a right triangle equals the sum of the squares of the other two sides, known as ____
 Answer: ",▁P,▁P,▁P,▁P,▁P,▁P,▁P,▁P,2,2,2,2,2,▁P,2,2,2,2,"▁""",2,2,1,1,1,1,"▁""",<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The perimeter of a rectangle with length 5 and width 3 is ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The sum of the first 10 natural numbers is ____
 Answer: ",5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,▁sum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The largest two-digit prime number is ____
 Answer: ",9,9,9,9,9,1,1,1,9,9,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The height of a cone is required to calculate its ____
 Answer: ",▁volume,▁volume,▁Volume,▁Volume,▁Volume,▁Volume,▁Volume,▁Volume,▁Volume,▁volume,▁volume,▁area,▁volume,▁volume,▁volume,▁volume,▁volume,▁volume,▁volume,▁volume,▁The,▁The,"▁""","▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The shape with 12 edges and 8 vertices is a ____
 Answer: ",▁oct,▁d,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁oct,▁cube,▁hex,8,"▁""","▁""","▁""",1,<0x0A>,"▁""",<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The measure of a straight angle is ____ degrees
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁Ang,▁Ang,1,1,1,1,1,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The slope of a line parallel to the x-axis is ____
 Answer: ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<0x0A>,▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The roots of a quadratic equation are found using the ____ formula
 Answer: ",▁quadratic,▁The,▁quadratic,▁quadratic,▁quadratic,▁quadratic,▁quadratic,▁Qu,▁F,▁F,▁F,▁roots,▁roots,▁roots,▁roots,▁roots,▁roots,▁roots,▁The,"▁""","▁""","▁""",1,1,1,"▁""",<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The measure of each angle in an equilateral triangle is ____ degrees
 Answer: ",6,6,6,6,6,6,6,6,6,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The diagonal of a square with side length 4 is ____
 Answer: ",5,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The value of cos(90°) is ____
 Answer: ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,▁Cos,▁Cos,▁Cos,▁Cos,0,0,0,0,0,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The sum of angles in a pentagon is ____ degrees
 Answer: ",5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The sine of 30 degrees is ____
 Answer: ",0,0,0,0,0,▁.,▁.,▁.,▁.,▁sin,▁sin,▁sin,▁sin,▁sin,1,▁sin,▁sin,▁sin,▁sin,3,1,3,3,3,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The formula for the volume of a sphere is ____
 Answer: ",▁V,4,4,4,4,4,4,▁V,▁pi,▁Volume,▁Volume,▁Volume,▁Volume,▁Volume,▁sphere,▁Volume,▁sphere,▁sphere,▁sphere,▁spher,▁.,1,"▁""","▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The derivative of sin(x) is ____
 Answer: ",▁cos,▁cos,▁cos,▁cos,cos,cos,cos,cos,cos,cos,cos,▁sin,▁cos,▁sin,▁sin,▁sin,▁sin,▁sin,▁sin,1,▁sin,▁sin,1,1,1,"▁""",▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The integral of 𝑒^𝑥𝑑𝑥 is ____
 Answer: ",<0xF0>,<0xF0>,<0xF0>,▁-,▁-,▁-,1,1,1,1,1,1,1,1,1,1,1,1,▁exponential,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The year World War I began was ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁,▁,▁_,▁_,1,1,1,1,1,1,1,"▁""","▁""","▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Renaissance began in the ____ century
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,▁,▁,▁,▁Renaissance,▁,1,1,1,1,1,1,1,"▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The explorer who discovered America in 1492 was ____
 Answer: ",▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁Columb,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The capital of Canada is ____
 Answer: ",▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Ott,▁Toronto,▁Toronto,▁Toronto,▁Capital,▁Capital,▁capital,▁capital,"▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The continent with the largest population is ____
 Answer: ",▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,▁Asia,"▁""",▁Asia,"▁""","▁""","▁""",▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The island nation known for its ""Ring of Fire"" is ____
 Answer: ",▁J,▁J,▁Japan,▁Japan,▁Japan,▁Japan,▁Japan,▁Japan,▁Japan,▁A,▁A,▁A,▁A,▁A,▁A,▁T,▁_,▁_,▁T,▁T,▁A,▁The,▁',▁',"▁""","▁""","▁""",1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Eiffel Tower is located in ____
 Answer: ",▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁Paris,▁France,▁France,"▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The smallest continent by land area is ____
 Answer: ",▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Asia,▁Africa,▁Africa,▁Africa,▁Europe,▁Europe,▁Europe,▁smallest,▁tiny,▁Small,1,"▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Taj Mahal was built in the year ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Roman Colosseum is located in ____
 Answer: ",▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁The,▁Rome,"▁""","▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Great Barrier Reef is found in the country of ____
 Answer: ",▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁Australia,▁The,▁Australia,▁A,▁A,"▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The value of log(1) is ____
 Answer: ",▁undefined,▁undefined,0,0,0,0,0,▁undefined,▁undefined,▁undefined,▁undefined,▁undefined,▁undefined,▁undefined,▁undefined,▁undefined,▁undefined,▁undefined,0,0,0,0,0,0,0,<0x0A>,<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The reciprocal of 2 is ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  A prime number greater than 2 is always ____
 Answer: ",▁odd,▁odd,▁composite,▁composite,▁composite,▁composite,▁odd,▁odd,▁odd,▁odd,▁odd,▁odd,▁odd,▁divis,▁prime,▁divis,▁divis,▁prime,▁prime,▁divis,▁prime,"▁""",▁A,▁A,▁A,▁A,▁A,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The cube root of 64 is ____
 Answer: ",4,8,8,8,8,4,4,2,2,2,2,2,2,▁cube,2,2,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The sum of the interior angles of a hexagon is ____ degrees
 Answer: ",7,7,7,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The solution to 𝑥^2-3𝑥-4=0 is ____
 Answer: ",2,2,2,2,▁-,▁-,▁-,▁-,▁-,▁-,2,2,2,2,▁-,4,2,2,2,1,1,1,1,1,1,<0x0A>,<0x0A>,<0x0A>,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The product of two negative numbers is always ____
 Answer: ",▁positive,▁positive,▁positive,▁positive,▁positive,▁positive,▁positive,▁positive,▁positive,▁positive,▁Neg,▁positive,▁positive,▁positive,▁positive,▁_,▁_,▁_,▁negative,▁negative,▁negative,1,0,▁negative,1,<0x0A>,<0x0A>,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The 10th term of the arithmetic sequence 2, 4, 6, ... is ____
 Answer: ",2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,1,1,6,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The decimal equivalent of 3/4 is ____
 Answer: ",0,0,0,0,0,0,▁.,▁.,1,▁.,3,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The first four digits of pi are ____
 Answer: ",3,3,3,3,3,3,3,3,3,▁,▁,1,1,1,1,1,1,1,4,4,4,4,4,4,1,"▁""",1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The square of -7 is ____
 Answer: ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,2,▁negative,0,1,1,1,1,"▁""",1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The value of 2×10^3 is ____
 Answer: ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The area of a square with side 5 is ____
 Answer: ",2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,▁square,▁square,2,1,1,1,1,1,1,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The number of diagonals in a hexagon is ____
 Answer: ",6,6,6,6,6,6,6,1,▁six,▁six,6,6,6,6,6,6,6,▁six,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The cube of 3 is ____
 Answer: ",2,2,2,2,2,2,2,2,2,▁,▁cube,▁cube,▁cube,▁cube,▁cube,▁cube,3,3,3,3,3,3,3,3,1,"▁""",1,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The approximate value of 2 is ____
 Answer: ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The log base 10 of 1000 is ____
 Answer: ",2,2,2,2,2,3,3,3,3,1,1,1,1,▁log,▁log,▁log,▁log,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The volume of a cylinder is calculated as ____
 Answer: ",π,π,π,π,π,π,π,▁The,π,▁Volume,▁A,▁Volume,▁Volume,▁Volume,▁Volume,▁Volume,▁Volume,▁cyl,▁Volume,▁Volume,▁volume,▁volume,"▁""",1,1,"▁""",▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The height of Mount Everest is ____ meters
 Answer: ",8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The longest wall in the world is ____
 Answer: ",▁The,▁Great,▁Great,▁Great,▁Great,▁Great,▁Great,▁Great,▁Great,▁Great,▁Great,▁Great,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Wall,▁Long,"▁""",▁Long,"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The first president of the United States was ____
 Answer: ",▁George,▁George,▁George,▁George,▁George,▁George,▁Washington,▁George,▁George,▁George,▁George,▁George,▁George,▁George,▁George,▁George,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The year the Titanic sank was ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁,▁,▁,▁_,▁,1,1,1,1,1,1,"▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Cold War ended in the year ____
 Answer: ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,▁_,1,1,1,1,1,1,1,"▁""","▁""",1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The current population of the world is approximately ____ billion
 Answer: ",7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The planet closest to the sun is ____
 Answer: ",▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Ven,▁A,▁A,▁A,▁A,▁A,▁_,▁Sun,▁Sun,▁_,▁Sun,▁Sun,▁Sun,▁Earth,▁',▁',"▁""","▁""",▁The,"▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The largest planet in our solar system is ____
 Answer: ",▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁Jup,▁_,▁_,▁Jup,▁planet,▁planet,▁Earth,"▁""",▁',"▁""","▁""",▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The number of moons Jupiter has is approximately ____
 Answer: ",5,6,5,5,1,7,6,▁,1,▁,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The formula for force in physics is ____
 Answer: ",▁F,▁F,▁F,▁F,▁F,▁F,▁F,▁F,▁F,▁F,▁F,▁F,▁Force,▁Force,▁Force,▁Force,▁Force,▁Force,▁Force,▁The,▁The,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The SI unit of power is ____
 Answer: ",▁W,▁w,▁W,▁W,▁W,▁W,▁W,▁W,▁W,▁W,▁W,▁W,▁W,▁A,▁kil,▁kil,▁kil,▁kil,▁A,▁',1,▁unit,▁unit,1,1,"▁""",▁The,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
